frame,ball_type,channel,asm_mean,asm_range,contrast_mean,contrast_range,correlation_mean,correlation_range
100,1,R,0.5601690299036282,0.010186415816326622,6885.683035714286,2237.169642857142,0.6900930805033021,0.1321524759144247
100,1,G,1.0,0.0,0.0,0.0,1.0,0.0
100,1,B,1.0,0.0,0.0,0.0,1.0,0.0
100,2,R,1.0,0.0,0.0,0.0,1.0,0.0
100,2,G,0.6391624689429308,0.014482038002505804,3984.929634117273,1577.57697044335,0.7964586848149289,0.0976359198739335
100,2,B,1.0,0.0,0.0,0.0,1.0,0.0
100,3,R,1.0,0.0,0.0,0.0,1.0,0.0
100,3,G,1.0,0.0,0.0,0.0,1.0,0.0
100,3,B,0.6275273472623064,0.011131518637753635,2204.9290844055013,1307.5255102040817,0.89987649615555,0.0631583043063314
101,1,R,0.6056862810427488,0.014655085174565707,5719.213721061547,1979.021739130435,0.7171356148653729,0.1286469099610379
101,1,G,1.0,0.0,0.0,0.0,1.0,0.0
101,1,B,1.0,0.0,0.0,0.0,1.0,0.0
101,2,R,1.0,0.0,0.0,0.0,1.0,0.0
101,2,G,0.6331127920004916,0.014457870920622007,3970.711609242051,1701.7010467980294,0.8013185401537211,0.10099362542957391
101,2,B,1.0,0.0,0.0,0.0,1.0,0.0
101,3,R,1.0,0.0,0.0,0.0,1.0,0.0
101,3,G,1.0,0.0,0.0,0.0,1.0,0.0
101,3,B,0.616031529968634,0.009159862873405311,2502.1957492236024,1548.2142857142858,0.8886465868093245,0.07331682729448685
102,1,R,0.6937132821591868,0.025224202849864374,4406.978383458647,589.4078947368416,0.7187953084482308,0.07396565853725035
102,1,G,1.0,0.0,0.0,0.0,1.0,0.0
102,1,B,1.0,0.0,0.0,0.0,1.0,0.0
102,2,R,1.0,0.0,0.0,0.0,1.0,0.0
102,2,G,0.6035171436079574,0.011043150607565888,4328.872662897447,1711.7110529556644,0.7995637834151961,0.0938405157121972
102,2,B,1.0,0.0,0.0,0.0,1.0,0.0
102,3,R,1.0,0.0,0.0,0.0,1.0,0.0
102,3,G,1.0,0.0,0.0,0.0,1.0,0.0
102,3,B,0.6390450019307252,0.00783165276368869,2210.0807327001357,941.9545454545453,0.8961003099897533,0.048341056128606175
103,1,R,0.6737184472875193,0.023022198076761535,4806.70739348371,960.1644736842109,0.7104640800771915,0.09460839180479697
103,1,G,1.0,0.0,0.0,0.0,1.0,0.0
103,1,B,1.0,0.0,0.0,0.0,1.0,0.0
103,2,R,1.0,0.0,0.0,0.0,1.0,0.0
103,2,G,0.6275041198719894,0.013435459135175742,4024.4395589593596,1634.1335052339905,0.8018335148822674,0.0958246474718677
103,2,B,1.0,0.0,0.0,0.0,1.0,0.0
103,3,R,1.0,0.0,0.0,0.0,1.0,0.0
103,3,G,1.0,0.0,0.0,0.0,1.0,0.0
103,3,B,0.6297816272847716,0.00952640791314796,2248.0149769585255,1084.9838709677422,0.897075783888053,0.05364418643877611
104,1,R,0.578927838390091,0.013730580386424496,6082.0955674760025,2146.082015810276,0.7193534597390427,0.12708489158775016
104,1,G,1.0,0.0,0.0,0.0,1.0,0.0
104,1,B,1.0,0.0,0.0,0.0,1.0,0.0
104,2,R,1.0,0.0,0.0,0.0,1.0,0.0
104,2,G,0.6304125373404614,0.01423273136411074,3970.711609242051,1701.7010467980294,0.8030697758689433,0.09980743503854339
104,2,B,1.0,0.0,0.0,0.0,1.0,0.0
104,3,R,1.0,0.0,0.0,0.0,1.0,0.0
104,3,G,1.0,0.0,0.0,0.0,1.0,0.0
104,3,B,0.6067272243910624,0.010697265160523273,2491.447618351841,1118.4827586206893,0.8922054117254755,0.052364366164860066
105,1,R,0.6030351415603086,0.016733213298129934,5720.437605872388,2280.097402597403,0.7193675372340665,0.14144981123056077
105,1,G,1.0,0.0,0.0,0.0,1.0,0.0
105,1,B,1.0,0.0,0.0,0.0,1.0,0.0
105,2,R,1.0,0.0,0.0,0.0,1.0,0.0
105,2,G,0.6206302611713284,0.009673339523836977,4325.913258448541,1526.0176651305683,0.7887825291612574,0.090979156413738
105,2,B,1.0,0.0,0.0,0.0,1.0,0.0
105,3,R,1.0,0.0,0.0,0.0,1.0,0.0
105,3,G,1.0,0.0,0.0,0.0,1.0,0.0
105,3,B,0.616335037884428,0.01659389717425419,2065.3266974925523,1161.1607142857147,0.9098399508986761,0.05224486815092466
106,1,R,0.6066549981999823,0.0180076157501029,5740.771271063033,1849.085968379446,0.7150382839637657,0.12443106374216295
106,1,G,1.0,0.0,0.0,0.0,1.0,0.0
106,1,B,1.0,0.0,0.0,0.0,1.0,0.0
106,2,R,1.0,0.0,0.0,0.0,1.0,0.0
106,2,G,0.6398328635548813,0.015571483429431043,3907.357681381119,1519.6814903846162,0.8007714092497751,0.09361352538708057
106,2,B,1.0,0.0,0.0,0.0,1.0,0.0
106,3,R,1.0,0.0,0.0,0.0,1.0,0.0
106,3,G,1.0,0.0,0.0,0.0,1.0,0.0
106,3,B,0.5914478476528049,0.018371546149323903,2154.5159062428797,1290.1785714285713,0.9118643697223301,0.05338392409502701
107,1,R,0.5822951105442177,0.014176388888888947,6045.776785714286,1718.5178571428569,0.7187355890254883,0.10762101882072383
107,1,G,1.0,0.0,0.0,0.0,1.0,0.0
107,1,B,1.0,0.0,0.0,0.0,1.0,0.0
107,2,R,1.0,0.0,0.0,0.0,1.0,0.0
107,2,G,0.615200707986632,0.013372279123971209,4188.040293040292,1811.6987179487173,0.8002097910978125,0.10120200415730185
107,2,B,1.0,0.0,0.0,0.0,1.0,0.0
107,3,R,1.0,0.0,0.0,0.0,1.0,0.0
107,3,G,1.0,0.0,0.0,0.0,1.0,0.0
107,3,B,0.5630525860861308,0.02165561527821591,2160.5063899887064,1521.520935960591,0.917830721604246,0.05838621189624282
108,1,R,0.5995798019458847,0.017557953792079695,5820.248632946001,1564.5112781954876,0.7168592354105143,0.10554610554610555
108,1,G,1.0,0.0,0.0,0.0,1.0,0.0
108,1,B,1.0,0.0,0.0,0.0,1.0,0.0
108,2,R,1.0,0.0,0.0,0.0,1.0,0.0
108,2,G,0.6471635094177848,0.012760596945576963,3829.860504079254,1062.329727564103,0.8006915528876781,0.07088992441144082
108,2,B,1.0,0.0,0.0,0.0,1.0,0.0
108,3,R,1.0,0.0,0.0,0.0,1.0,0.0
108,3,G,1.0,0.0,0.0,0.0,1.0,0.0
108,3,B,0.544019993683856,0.021888079546768413,2147.8141446954246,1538.225806451613,0.9220249985541757,0.056251718881279
109,1,R,0.5995798019458847,0.017557953792079695,5820.248632946001,1564.5112781954876,0.7168592354105143,0.10554610554610555
109,1,G,1.0,0.0,0.0,0.0,1.0,0.0
109,1,B,1.0,0.0,0.0,0.0,1.0,0.0
109,2,R,1.0,0.0,0.0,0.0,1.0,0.0
109,2,G,0.6956269914055575,0.017508478822214513,3597.816935483871,1025.9499999999998,0.7787432063574893,0.0856853651945928
109,2,B,1.0,0.0,0.0,0.0,1.0,0.0
109,3,R,1.0,0.0,0.0,0.0,1.0,0.0
109,3,G,1.0,0.0,0.0,0.0,1.0,0.0
109,3,B,0.5384169806127471,0.022222222222222143,1937.5914297258964,1548.2142857142856,0.9310843045798618,0.05539974742991349
110,1,R,0.5856908106149967,0.019731112031120546,5790.505011293054,2012.6785714285706,0.730598965938813,0.11999981393358339
110,1,G,1.0,0.0,0.0,0.0,1.0,0.0
110,1,B,1.0,0.0,0.0,0.0,1.0,0.0
110,2,R,1.0,0.0,0.0,0.0,1.0,0.0
110,2,G,0.6929840097754892,0.020580253215751187,3289.940696022727,961.828125,0.8034992032385522,0.07554137343546463
110,2,B,1.0,0.0,0.0,0.0,1.0,0.0
110,3,R,1.0,0.0,0.0,0.0,1.0,0.0
110,3,G,1.0,0.0,0.0,0.0,1.0,0.0
110,3,B,0.5754831003019182,0.017465116843408013,1940.625006614791,1217.2167487684728,0.9244600680420874,0.04891159107743048
111,1,R,0.5481073656282179,0.008635992594791309,6663.440852625636,2054.902597402597,0.7128858594830529,0.11362572507299828
111,1,G,1.0,0.0,0.0,0.0,1.0,0.0
111,1,B,1.0,0.0,0.0,0.0,1.0,0.0
111,2,R,1.0,0.0,0.0,0.0,1.0,0.0
111,2,G,0.6443891440315351,0.01687425205311277,4106.704367897727,1899.94921875,0.785164964288402,0.11817123148217712
111,2,B,1.0,0.0,0.0,0.0,1.0,0.0
111,3,R,1.0,0.0,0.0,0.0,1.0,0.0
111,3,G,1.0,0.0,0.0,0.0,1.0,0.0
111,3,B,0.5761610681211664,0.013318786243496583,2252.816957935379,1472.23506401138,0.9110618761097989,0.06051879078894362
112,1,R,0.552382091327798,0.010556440305269477,6628.4071499153015,2484.1801948051943,0.7112004380473398,0.13443755338582786
112,1,G,1.0,0.0,0.0,0.0,1.0,0.0
112,1,B,1.0,0.0,0.0,0.0,1.0,0.0
112,2,R,1.0,0.0,0.0,0.0,1.0,0.0
112,2,G,0.6271986353264635,0.01227601145141266,4213.340034965035,1624.867132867133,0.7909328324590876,0.0971248801528043
112,2,B,1.0,0.0,0.0,0.0,1.0,0.0
112,3,R,1.0,0.0,0.0,0.0,1.0,0.0
112,3,G,1.0,0.0,0.0,0.0,1.0,0.0
112,3,B,0.5976636254050665,0.012834821428571397,2150.710392473049,1271.2220003132832,0.9104968834916727,0.05558342630247459
113,1,R,0.5995798019458847,0.017557953792079695,5820.248632946001,1564.5112781954876,0.7168592354105143,0.10554610554610555
113,1,G,1.0,0.0,0.0,0.0,1.0,0.0
113,1,B,1.0,0.0,0.0,0.0,1.0,0.0
113,2,R,1.0,0.0,0.0,0.0,1.0,0.0
113,2,G,0.625766947418439,0.013176349505723106,4420.8529001240695,1645.7940446650123,0.7795832694763943,0.10076604533780453
113,2,B,1.0,0.0,0.0,0.0,1.0,0.0
113,3,R,1.0,0.0,0.0,0.0,1.0,0.0
113,3,G,1.0,0.0,0.0,0.0,1.0,0.0
113,3,B,0.6071748532949639,0.011975623582766493,2034.5505244275073,1252.2654291979954,0.9134937521475749,0.05585812668067214
114,1,R,0.5995798019458847,0.017557953792079695,5820.248632946001,1564.5112781954876,0.7168592354105143,0.10554610554610555
114,1,G,1.0,0.0,0.0,0.0,1.0,0.0
114,1,B,1.0,0.0,0.0,0.0,1.0,0.0
114,2,R,1.0,0.0,0.0,0.0,1.0,0.0
114,2,G,0.6359442346682758,0.013343241403876993,4062.48361013986,1675.991586538461,0.7938983814857693,0.10178418917168008
114,2,B,1.0,0.0,0.0,0.0,1.0,0.0
114,3,R,1.0,0.0,0.0,0.0,1.0,0.0
114,3,G,1.0,0.0,0.0,0.0,1.0,0.0
114,3,B,0.6437436320935835,0.00938118935372978,1941.4938501144165,915.5075187969921,0.9085457858549505,0.0464621359094719
115,1,R,0.6773015447845805,0.023875453514739187,4609.808035714285,1331.4642857142858,0.7212108181436452,0.11670646042490374
115,1,G,1.0,0.0,0.0,0.0,1.0,0.0
115,1,B,1.0,0.0,0.0,0.0,1.0,0.0
115,2,R,1.0,0.0,0.0,0.0,1.0,0.0
115,2,G,0.6515918487590088,0.01383988274174286,4133.515725806452,1575.0499999999997,0.7780849820950007,0.1045324015247906
115,2,B,1.0,0.0,0.0,0.0,1.0,0.0
115,3,R,1.0,0.0,0.0,0.0,1.0,0.0
115,3,G,1.0,0.0,0.0,0.0,1.0,0.0
115,3,B,0.6214251313201568,0.011556895485466678,2048.348512372349,1205.9157125768972,0.9092708719927258,0.05652786100893947
116,1,R,0.6168133361678004,0.02106998299319729,5325.857142857143,1672.0714285714294,0.7317653135431967,0.11334515491605868
116,1,G,1.0,0.0,0.0,0.0,1.0,0.0
116,1,B,1.0,0.0,0.0,0.0,1.0,0.0
116,2,R,1.0,0.0,0.0,0.0,1.0,0.0
116,2,G,0.6271986353264635,0.01227601145141266,4213.340034965035,1624.867132867133,0.7909328324590876,0.0971248801528043
116,2,B,1.0,0.0,0.0,0.0,1.0,0.0
116,3,R,1.0,0.0,0.0,0.0,1.0,0.0
116,3,G,1.0,0.0,0.0,0.0,1.0,0.0
116,3,B,0.5727752318974864,0.015237546105486222,2442.04015357392,1372.43806677853,0.9037673901574083,0.05687855934008401
54,1,R,0.6552069496980509,0.02473567418430289,4725.900554187192,1681.975446428571,0.735654153149598,0.12259839740896994
54,1,G,1.0,0.0,0.0,0.0,1.0,0.0
54,1,B,1.0,0.0,0.0,0.0,1.0,0.0
54,2,R,1.0,0.0,0.0,0.0,1.0,0.0
54,2,G,0.6122570734699345,0.011831000771318045,3500.3821022727275,2017.2528409090905,0.8390929021299838,0.10170133160045303
54,2,B,1.0,0.0,0.0,0.0,1.0,0.0
54,3,R,1.0,0.0,0.0,0.0,1.0,0.0
54,3,G,1.0,0.0,0.0,0.0,1.0,0.0
54,3,B,0.562712638686139,0.01753129506940687,2042.571501961851,1665.2304817275744,0.9226645225441289,0.06460617533320379
55,1,R,0.6917632484592389,0.031913454689897036,4204.537259615385,1765.3846153846157,0.7366545545353056,0.14344598054275493
55,1,G,1.0,0.0,0.0,0.0,1.0,0.0
55,1,B,1.0,0.0,0.0,0.0,1.0,0.0
55,2,R,1.0,0.0,0.0,0.0,1.0,0.0
55,2,G,0.6697464530915234,0.012601857801242566,2784.696504667208,1246.9282670454545,0.8511265614089603,0.07597388733512289
55,2,B,1.0,0.0,0.0,0.0,1.0,0.0
55,3,R,1.0,0.0,0.0,0.0,1.0,0.0
55,3,G,1.0,0.0,0.0,0.0,1.0,0.0
55,3,B,0.5957394171320228,0.013542536822466977,2408.783988335845,1954.0841532705101,0.8991182885959224,0.0848561721309743
56,1,R,0.6853926806252454,0.022628505204873917,4045.4474008296593,964.238721804511,0.755354529391129,0.08451675749164844
56,1,G,1.0,0.0,0.0,0.0,1.0,0.0
56,1,B,1.0,0.0,0.0,0.0,1.0,0.0
56,2,R,1.0,0.0,0.0,0.0,1.0,0.0
56,2,G,0.6430485869335705,0.009758475421618007,3056.8697276495823,1172.5230823863635,0.8486471569262649,0.06675979118002773
56,2,B,1.0,0.0,0.0,0.0,1.0,0.0
56,3,R,1.0,0.0,0.0,0.0,1.0,0.0
56,3,G,1.0,0.0,0.0,0.0,1.0,0.0
56,3,B,0.6231995367720091,0.010203728290327785,2439.6754864736595,1618.9383602278122,0.8893626432113702,0.0775568849318139
57,1,R,0.6473916351517466,0.02142208504801102,5009.174890350877,1384.791666666667,0.7236841188097604,0.11001474073251505
57,1,G,1.0,0.0,0.0,0.0,1.0,0.0
57,1,B,1.0,0.0,0.0,0.0,1.0,0.0
57,2,R,1.0,0.0,0.0,0.0,1.0,0.0
57,2,G,0.6671627772119958,0.01229111277807704,2838.908234168699,1041.449481225297,0.8492834618673215,0.06473294864337376
57,2,B,1.0,0.0,0.0,0.0,1.0,0.0
57,3,R,1.0,0.0,0.0,0.0,1.0,0.0
57,3,G,1.0,0.0,0.0,0.0,1.0,0.0
57,3,B,0.6276409803637462,0.011056884227582331,2662.5214325822044,1848.0843616516372,0.8763109886201332,0.09117258779244841
58,1,R,0.6283310800521718,0.022654372427983738,5310.058114035088,2614.309210526316,0.7216440985521542,0.16769347339042462
58,1,G,1.0,0.0,0.0,0.0,1.0,0.0
58,1,B,1.0,0.0,0.0,0.0,1.0,0.0
58,2,R,1.0,0.0,0.0,0.0,1.0,0.0
58,2,G,0.6582875362797167,0.01428842199516489,3025.0022598140495,1454.0499096074377,0.8426600920833911,0.08602563405058172
58,2,B,1.0,0.0,0.0,0.0,1.0,0.0
58,3,R,1.0,0.0,0.0,0.0,1.0,0.0
58,3,G,1.0,0.0,0.0,0.0,1.0,0.0
58,3,B,0.6585873718630855,0.009003900907760598,2403.7713664534185,964.8018292682927,0.8786208912535407,0.05462451205983854
59,1,R,0.5830950388321996,0.018763375000000027,5646.208482142857,2373.9285714285716,0.740643728232143,0.13304186824990571
59,1,G,1.0,0.0,0.0,0.0,1.0,0.0
59,1,B,1.0,0.0,0.0,0.0,1.0,0.0
59,2,R,1.0,0.0,0.0,0.0,1.0,0.0
59,2,G,0.6708185385845571,0.01245336133501107,2920.192448680352,962.9802052785922,0.8423405771458766,0.06237811365797297
59,2,B,1.0,0.0,0.0,0.0,1.0,0.0
59,3,R,1.0,0.0,0.0,0.0,1.0,0.0
59,3,G,1.0,0.0,0.0,0.0,1.0,0.0
59,3,B,0.6515715506928357,0.008237138998923088,2745.6177045445197,883.4368187480532,0.8622974793736422,0.051526970239749614
60,1,R,0.6175094394429055,0.020904166666666724,5604.128289473684,2329.1118421052633,0.7130553479393189,0.15121332604982762
60,1,G,1.0,0.0,0.0,0.0,1.0,0.0
60,1,B,1.0,0.0,0.0,0.0,1.0,0.0
60,2,R,1.0,0.0,0.0,0.0,1.0,0.0
60,2,G,0.6344597566555615,0.009392338324508143,3324.281126482213,1387.0454545454545,0.8378093612284199,0.07766738263574291
60,2,B,1.0,0.0,0.0,0.0,1.0,0.0
60,3,R,1.0,0.0,0.0,0.0,1.0,0.0
60,3,G,1.0,0.0,0.0,0.0,1.0,0.0
60,3,B,0.6201857574840925,0.010740197560505704,2799.3521594684385,1351.62707641196,0.8723857201849455,0.06771658729524244
61,1,R,0.6949955739037821,0.02329887926639962,4495.897909298939,1192.6435406698565,0.7094576750432116,0.11619760284364278
61,1,G,1.0,0.0,0.0,0.0,1.0,0.0
61,1,B,1.0,0.0,0.0,0.0,1.0,0.0
61,2,R,1.0,0.0,0.0,0.0,1.0,0.0
61,2,G,0.6228843460344777,0.012843811317462372,3468.27835785477,2068.622448979592,0.8355709051316106,0.10826212803443747
61,2,B,1.0,0.0,0.0,0.0,1.0,0.0
61,3,R,1.0,0.0,0.0,0.0,1.0,0.0
61,3,G,1.0,0.0,0.0,0.0,1.0,0.0
61,3,B,0.6679716884782504,0.0066539588525280635,2374.5194264569836,665.8896854764105,0.8765013839199499,0.040790750572555545
62,1,R,0.6229602449214465,0.019666511740536463,5502.28013833992,2266.022727272727,0.7142289225606842,0.15055459810170702
62,1,G,1.0,0.0,0.0,0.0,1.0,0.0
62,1,B,1.0,0.0,0.0,0.0,1.0,0.0
62,2,R,1.0,0.0,0.0,0.0,1.0,0.0
62,2,G,0.6457602602359906,0.011108310570112634,3313.3148125692906,1394.7123579545455,0.8323698919495377,0.08180848385805484
62,2,B,1.0,0.0,0.0,0.0,1.0,0.0
62,3,R,1.0,0.0,0.0,0.0,1.0,0.0
62,3,G,1.0,0.0,0.0,0.0,1.0,0.0
62,3,B,0.6395136372085374,0.007160715496048575,2532.822694842329,925.3280730897009,0.8789805116734971,0.04961774608833425
63,1,R,0.7058682609100371,0.030035166868623953,4555.180027173913,1706.036931818181,0.6902011904541248,0.16250182803792868
63,1,G,1.0,0.0,0.0,0.0,1.0,0.0
63,1,B,1.0,0.0,0.0,0.0,1.0,0.0
63,2,R,1.0,0.0,0.0,0.0,1.0,0.0
63,2,G,0.6248495201858242,0.010699624828041432,3488.658233439579,1305.426136363636,0.8337471201774183,0.0725692194840234
63,2,B,1.0,0.0,0.0,0.0,1.0,0.0
63,3,R,1.0,0.0,0.0,0.0,1.0,0.0
63,3,G,1.0,0.0,0.0,0.0,1.0,0.0
63,3,B,0.588511823814809,0.012842603951446319,2697.7504234047206,1637.4272017045455,0.8880524425485514,0.07201111437573249
64,1,R,0.6261099679408392,0.020508405068037194,5139.551277526821,2251.9480519480526,0.7347727322742644,0.1444789903849497
64,1,G,1.0,0.0,0.0,0.0,1.0,0.0
64,1,B,1.0,0.0,0.0,0.0,1.0,0.0
64,2,R,1.0,0.0,0.0,0.0,1.0,0.0
64,2,G,0.6547302110337373,0.011543054438856948,3060.7189102342018,794.3394886363635,0.8426055738063598,0.05067658248840079
64,2,B,1.0,0.0,0.0,0.0,1.0,0.0
64,3,R,1.0,0.0,0.0,0.0,1.0,0.0
64,3,G,1.0,0.0,0.0,0.0,1.0,0.0
64,3,B,0.562329763484734,0.02170205761316879,2436.091414141414,1580.0555555555554,0.9065735232418803,0.06318612908375842
65,1,R,0.7186623075709423,0.031446070755186795,4282.809412055336,1510.440340909091,0.6968309785702254,0.153308424192645
65,1,G,1.0,0.0,0.0,0.0,1.0,0.0
65,1,B,1.0,0.0,0.0,0.0,1.0,0.0
65,2,R,1.0,0.0,0.0,0.0,1.0,0.0
65,2,G,0.6561000926759931,0.01292168040749353,3020.4005205321,1031.0244360902257,0.844246841848261,0.06324611535481695
65,2,B,1.0,0.0,0.0,0.0,1.0,0.0
65,3,R,1.0,0.0,0.0,0.0,1.0,0.0
65,3,G,1.0,0.0,0.0,0.0,1.0,0.0
65,3,B,0.5967442610186863,0.01833872104338863,2485.5468797201697,1323.936392585213,0.8954805846292475,0.05936919619624548
66,1,R,0.6688147218392566,0.03189602864583341,4884.84375,2271.09375,0.7098558000029115,0.17267269990657863
66,1,G,1.0,0.0,0.0,0.0,1.0,0.0
66,1,B,1.0,0.0,0.0,0.0,1.0,0.0
66,2,R,1.0,0.0,0.0,0.0,1.0,0.0
66,2,G,0.6299493842887487,0.00975649440609827,3666.2280939826296,1381.57955955335,0.8209550311822793,0.07963389419207867
66,2,B,1.0,0.0,0.0,0.0,1.0,0.0
66,3,R,1.0,0.0,0.0,0.0,1.0,0.0
66,3,G,1.0,0.0,0.0,0.0,1.0,0.0
66,3,B,0.6259602795037664,0.01645404949583751,2699.516492643569,1308.1810631229237,0.8754245522176906,0.06645812747064017
67,1,R,0.5995798019458847,0.017557953792079695,5820.248632946001,1564.5112781954876,0.7168592354105143,0.10554610554610555
67,1,G,1.0,0.0,0.0,0.0,1.0,0.0
67,1,B,1.0,0.0,0.0,0.0,1.0,0.0
67,2,R,1.0,0.0,0.0,0.0,1.0,0.0
67,2,G,0.6709338470716634,0.011510289583647748,2933.3664690572587,877.1616541353387,0.8414728005794995,0.05812657140191024
67,2,B,1.0,0.0,0.0,0.0,1.0,0.0
67,3,R,1.0,0.0,0.0,0.0,1.0,0.0
67,3,G,1.0,0.0,0.0,0.0,1.0,0.0
67,3,B,0.6310131972445874,0.00974258140801365,2799.4124388025116,1061.2643716135858,0.8681725519801571,0.0567954946818654
68,1,R,0.6848500308052183,0.025949060874252083,4156.618788819876,1062.6379870129867,0.7476978254414736,0.09507920275123505
