frame,ball_type,channel,asm_mean,asm_range,contrast_mean,contrast_range,correlation_mean,correlation_range
68,1,G,1.0,0.0,0.0,0.0,1.0,0.0
68,1,B,1.0,0.0,0.0,0.0,1.0,0.0
68,2,R,1.0,0.0,0.0,0.0,1.0,0.0
68,2,G,0.6264370662154056,0.009017350514457845,3640.656041011015,1518.8274488591655,0.8243278434115741,0.08472040225356126
68,2,B,1.0,0.0,0.0,0.0,1.0,0.0
68,3,R,1.0,0.0,0.0,0.0,1.0,0.0
68,3,G,1.0,0.0,0.0,0.0,1.0,0.0
68,3,B,0.6652111748473227,0.010355818566133212,2500.921737556043,874.9990267829337,0.8703405729819043,0.052305939641362875
69,1,R,0.5768252182854623,0.01437272222222219,5912.630357142857,2012.6785714285716,0.730742969810298,0.11566439478002222
69,1,G,1.0,0.0,0.0,0.0,1.0,0.0
69,1,B,1.0,0.0,0.0,0.0,1.0,0.0
69,2,R,1.0,0.0,0.0,0.0,1.0,0.0
69,2,G,0.6493806304315464,0.012580705079453858,3356.102786253996,982.8603603603606,0.8280321456371995,0.06295053787710092
69,2,B,1.0,0.0,0.0,0.0,1.0,0.0
69,3,R,1.0,0.0,0.0,0.0,1.0,0.0
69,3,G,1.0,0.0,0.0,0.0,1.0,0.0
69,3,B,0.6582575197209153,0.011825348334956742,2438.1580165161376,1234.0872713414637,0.8768024067552618,0.06865170962254274
70,1,R,0.6060249368000492,0.01638450745207698,5611.052900903444,1991.5665584415583,0.7235429370242558,0.12688463399707484
70,1,G,1.0,0.0,0.0,0.0,1.0,0.0
70,1,B,1.0,0.0,0.0,0.0,1.0,0.0
70,2,R,1.0,0.0,0.0,0.0,1.0,0.0
70,2,G,0.6835041274000777,0.014823681237200681,3064.759216589862,853.427419354839,0.8255226305011617,0.06212459638414969
70,2,B,1.0,0.0,0.0,0.0,1.0,0.0
70,3,R,1.0,0.0,0.0,0.0,1.0,0.0
70,3,G,1.0,0.0,0.0,0.0,1.0,0.0
70,3,B,0.5920085663307806,0.013249532869033298,2898.8115059678335,1940.544449536029,0.8775126679326966,0.08701329525975687
71,1,R,0.6261041665083573,0.0203172747191801,5393.201404573687,2258.9853896103905,0.718241233247117,0.1502353030122604
71,1,G,1.0,0.0,0.0,0.0,1.0,0.0
71,1,B,1.0,0.0,0.0,0.0,1.0,0.0
71,2,R,1.0,0.0,0.0,0.0,1.0,0.0
71,2,G,0.6374040477491154,0.01236951884654136,3406.870102520569,1229.108658743633,0.8317050323659507,0.07181656666538827
71,2,B,1.0,0.0,0.0,0.0,1.0,0.0
71,3,R,1.0,0.0,0.0,0.0,1.0,0.0
71,3,G,1.0,0.0,0.0,0.0,1.0,0.0
71,3,B,0.6037587555319405,0.018382622622133082,2485.2798852091305,1410.2644230769229,0.8934420555631435,0.06454090155924053
72,1,R,0.6622343256323767,0.026004346182917693,4939.799498746867,1330.9210526315783,0.7133597517120959,0.11273421502663705
72,1,G,1.0,0.0,0.0,0.0,1.0,0.0
72,1,B,1.0,0.0,0.0,0.0,1.0,0.0
72,2,R,1.0,0.0,0.0,0.0,1.0,0.0
72,2,G,0.6211400453284903,0.013885188192924391,3978.9988479262674,1877.5403225806454,0.8082254851047538,0.10484569196569993
72,2,B,1.0,0.0,0.0,0.0,1.0,0.0
72,3,R,1.0,0.0,0.0,0.0,1.0,0.0
72,3,G,1.0,0.0,0.0,0.0,1.0,0.0
72,3,B,0.597900951780826,0.014814243277651351,2999.954534069291,1538.8216813520153,0.8707366118164526,0.07212197046722268
73,1,R,0.6261099679408392,0.020508405068037194,5139.551277526821,2251.9480519480526,0.7347727322742645,0.1444789903849497
73,1,G,1.0,0.0,0.0,0.0,1.0,0.0
73,1,B,1.0,0.0,0.0,0.0,1.0,0.0
73,2,R,1.0,0.0,0.0,0.0,1.0,0.0
73,2,G,0.6516852074448879,0.01277688724760806,3356.102786253996,982.8603603603606,0.82668963499427,0.0636487403656586
73,2,B,1.0,0.0,0.0,0.0,1.0,0.0
73,3,R,1.0,0.0,0.0,0.0,1.0,0.0
73,3,G,1.0,0.0,0.0,0.0,1.0,0.0
73,3,B,0.655869107430536,0.008969730673646592,2828.173997055576,833.122009569378,0.855584448105546,0.051176218106615656
74,1,R,0.5995798019458847,0.017557953792079695,5820.248632946001,1564.5112781954876,0.7168592354105143,0.10554610554610555
74,1,G,1.0,0.0,0.0,0.0,1.0,0.0
74,1,B,1.0,0.0,0.0,0.0,1.0,0.0
74,2,R,1.0,0.0,0.0,0.0,1.0,0.0
74,2,G,0.6296084942326419,0.009146906662539256,3669.0746753246754,1106.1038961038957,0.8210649673030628,0.06615970270543015
74,2,B,1.0,0.0,0.0,0.0,1.0,0.0
74,3,R,1.0,0.0,0.0,0.0,1.0,0.0
74,3,G,1.0,0.0,0.0,0.0,1.0,0.0
74,3,B,0.6200005411579012,0.01644194071395788,2500.7332975803956,1279.4270833333335,0.8875973285287776,0.06229376233103523
75,1,R,0.6238061799099269,0.020877041666666596,4911.19375,1398.0374999999995,0.7516698086291081,0.09625653437515136
75,1,G,1.0,0.0,0.0,0.0,1.0,0.0
75,1,B,1.0,0.0,0.0,0.0,1.0,0.0
75,2,R,1.0,0.0,0.0,0.0,1.0,0.0
75,2,G,0.6331763622189356,0.008572507495722581,3696.526544744318,989.075816761364,0.8174508174486961,0.06140674659750578
75,2,B,1.0,0.0,0.0,0.0,1.0,0.0
75,3,R,1.0,0.0,0.0,0.0,1.0,0.0
75,3,G,1.0,0.0,0.0,0.0,1.0,0.0
75,3,B,0.5752424939689971,0.023565910585141348,2356.3431004431886,1667.3076923076922,0.9069136436480518,0.06659875214890698
76,1,R,0.6090498784202293,0.014676495942729684,5501.056253529079,1683.453557312253,0.727696934750612,0.1118077447388599
76,1,G,1.0,0.0,0.0,0.0,1.0,0.0
76,1,B,1.0,0.0,0.0,0.0,1.0,0.0
76,2,R,1.0,0.0,0.0,0.0,1.0,0.0
76,2,G,0.6258174148402342,0.010317274729725656,3953.5658307210033,1200.3918495297803,0.8070661186479544,0.07255739740136424
76,2,B,1.0,0.0,0.0,0.0,1.0,0.0
76,3,R,1.0,0.0,0.0,0.0,1.0,0.0
76,3,G,1.0,0.0,0.0,0.0,1.0,0.0
76,3,B,0.5777786275079492,0.023319316455278183,2130.850774065471,1634.9676724137933,0.9159911813087718,0.06510026938042501
77,1,R,0.5695256858602876,0.013560611123551558,6469.358487622218,1944.5275119617218,0.7054810839254377,0.1167291144402417
77,1,G,1.0,0.0,0.0,0.0,1.0,0.0
77,1,B,1.0,0.0,0.0,0.0,1.0,0.0
77,2,R,1.0,0.0,0.0,0.0,1.0,0.0
77,2,G,0.6201647953117038,0.009379868475333009,4014.679802955665,1516.1822660098528,0.8069352320760357,0.08664433695696605
77,2,B,1.0,0.0,0.0,0.0,1.0,0.0
77,3,R,1.0,0.0,0.0,0.0,1.0,0.0
77,3,G,1.0,0.0,0.0,0.0,1.0,0.0
77,3,B,0.6269434310272299,0.0114271792322993,2544.8867956785116,1490.7224574000645,0.8828796597643617,0.0737373746015576
78,1,R,0.5995798019458847,0.017557953792079695,5820.248632946001,1564.5112781954876,0.7168592354105143,0.10554610554610555
78,1,G,1.0,0.0,0.0,0.0,1.0,0.0
78,1,B,1.0,0.0,0.0,0.0,1.0,0.0
78,2,R,1.0,0.0,0.0,0.0,1.0,0.0
78,2,G,0.6255208076397253,0.011737950448295953,3941.504994501466,1586.2953629032259,0.807788574080761,0.09178754746707407
78,2,B,1.0,0.0,0.0,0.0,1.0,0.0
78,3,R,1.0,0.0,0.0,0.0,1.0,0.0
78,3,G,1.0,0.0,0.0,0.0,1.0,0.0
78,3,B,0.622123498704885,0.011603885994540541,2441.285009503578,1349.6242992109633,0.8897990173767765,0.06535464984324657
79,1,R,0.5743917800163466,0.01755268302113755,6117.894198193111,2174.5373376623374,0.7212477022542102,0.1261290351193436
79,1,G,1.0,0.0,0.0,0.0,1.0,0.0
79,1,B,1.0,0.0,0.0,0.0,1.0,0.0
79,2,R,1.0,0.0,0.0,0.0,1.0,0.0
79,2,G,0.629951156949895,0.010621967610573768,3726.319700460829,1063.1854838709673,0.817653990537816,0.06449025647715712
79,2,B,1.0,0.0,0.0,0.0,1.0,0.0
79,3,R,1.0,0.0,0.0,0.0,1.0,0.0
79,3,G,1.0,0.0,0.0,0.0,1.0,0.0
79,3,B,0.5888998740412549,0.015386982248520642,2591.6549346879538,1490.7692307692312,0.8928280921740658,0.06556073883550584
80,1,R,0.6100267426019845,0.01825015876891989,5619.778448096526,1684.881422924901,0.7195416503615807,0.11594247307380601
80,1,G,1.0,0.0,0.0,0.0,1.0,0.0
80,1,B,1.0,0.0,0.0,0.0,1.0,0.0
80,2,R,1.0,0.0,0.0,0.0,1.0,0.0
80,2,G,0.5982327660066507,0.00947793478135539,4430.983902181562,1957.2506157635466,0.797114934747231,0.10403882112484808
80,2,B,1.0,0.0,0.0,0.0,1.0,0.0
80,3,R,1.0,0.0,0.0,0.0,1.0,0.0
80,3,G,1.0,0.0,0.0,0.0,1.0,0.0
80,3,B,0.6277933573758046,0.014318336483931993,2451.538390379278,1176.5855689176692,0.8874502229181036,0.05880891338838101
81,1,R,0.6198195578231293,0.020880612244898122,5325.857142857143,1517.25,0.7291630325795717,0.10698144634922258
81,1,G,1.0,0.0,0.0,0.0,1.0,0.0
81,1,B,1.0,0.0,0.0,0.0,1.0,0.0
81,2,R,1.0,0.0,0.0,0.0,1.0,0.0
81,2,G,0.6035171436079574,0.011043150607565888,4328.872662897447,1711.7110529556644,0.7995637834151961,0.0938405157121972
81,2,B,1.0,0.0,0.0,0.0,1.0,0.0
81,3,R,1.0,0.0,0.0,0.0,1.0,0.0
81,3,G,1.0,0.0,0.0,0.0,1.0,0.0
81,3,B,0.6449211289249999,0.010752291440070283,2763.646860404774,977.443663838812,0.8642768764435287,0.05531530842339627
82,1,R,0.6062565013769136,0.017536741071712658,5862.515602246724,1699.160079051383,0.7079041989892635,0.11861254462811721
82,1,G,1.0,0.0,0.0,0.0,1.0,0.0
82,1,B,1.0,0.0,0.0,0.0,1.0,0.0
82,2,R,1.0,0.0,0.0,0.0,1.0,0.0
82,2,G,0.6229930048844209,0.010961663089761986,4100.897366522367,1433.531746031746,0.8003177095326952,0.08467266779271165
82,2,B,1.0,0.0,0.0,0.0,1.0,0.0
82,3,R,1.0,0.0,0.0,0.0,1.0,0.0
82,3,G,1.0,0.0,0.0,0.0,1.0,0.0
82,3,B,0.6405604394500493,0.006961218618025455,2980.412624722838,1050.9090909090905,0.8541071862484877,0.059919076791797865
83,1,R,0.5965577331408741,0.01605124877307973,6104.877002288329,1870.50395256917,0.702093792894046,0.1255262189257127
83,1,G,1.0,0.0,0.0,0.0,1.0,0.0
83,1,B,1.0,0.0,0.0,0.0,1.0,0.0
83,2,R,1.0,0.0,0.0,0.0,1.0,0.0
83,2,G,0.6662240476719048,0.01762327598588509,3324.459545034707,1111.1106834975371,0.8198006258971633,0.074753029957082
83,2,B,1.0,0.0,0.0,0.0,1.0,0.0
83,3,R,1.0,0.0,0.0,0.0,1.0,0.0
83,3,G,1.0,0.0,0.0,0.0,1.0,0.0
83,3,B,0.6494773323619836,0.013726559391260995,2641.650637472284,1163.3491546563191,0.8691296017660446,0.06477868724220281
84,1,R,0.6000595627834467,0.018794012188208642,5925.790178571428,2175.2410714285716,0.7096361901772236,0.1390887251232863
84,1,G,1.0,0.0,0.0,0.0,1.0,0.0
84,1,B,1.0,0.0,0.0,0.0,1.0,0.0
84,2,R,1.0,0.0,0.0,0.0,1.0,0.0
84,2,G,0.6365833847177186,0.012457279477868233,4195.936258541236,1809.8091133004932,0.7852038508344541,0.11119445461775068
84,2,B,1.0,0.0,0.0,0.0,1.0,0.0
84,3,R,1.0,0.0,0.0,0.0,1.0,0.0
84,3,G,1.0,0.0,0.0,0.0,1.0,0.0
84,3,B,0.634147086043662,0.013606812888406483,2485.394973330241,1215.113636363636,0.8835053680979454,0.06247118934586049
85,1,R,0.6100020713116829,0.0181355428605815,5620.154202205118,1527.816205533596,0.7196323129209407,0.10778181952787913
85,1,G,1.0,0.0,0.0,0.0,1.0,0.0
85,1,B,1.0,0.0,0.0,0.0,1.0,0.0
85,2,R,1.0,0.0,0.0,0.0,1.0,0.0
85,2,G,0.6365833847177186,0.012457279477868233,4195.936258541236,1809.8091133004932,0.7852038508344541,0.11119445461775068
85,2,B,1.0,0.0,0.0,0.0,1.0,0.0
85,3,R,1.0,0.0,0.0,0.0,1.0,0.0
85,3,G,1.0,0.0,0.0,0.0,1.0,0.0
85,3,B,0.5883196023566096,0.021375226002629977,2330.6274714167234,1510.9975961538457,0.9048012538314177,0.06246937601176483
86,1,R,0.7013159119897958,0.022261926020408218,4331.129464285714,998.5982142857142,0.7153770399933099,0.10452691678804693
86,1,G,1.0,0.0,0.0,0.0,1.0,0.0
86,1,B,1.0,0.0,0.0,0.0,1.0,0.0
86,2,R,1.0,0.0,0.0,0.0,1.0,0.0
86,2,G,0.6030516391873171,0.007918927975302137,4393.828926869502,1671.509576612903,0.7962580485335302,0.09232005737903448
86,2,B,1.0,0.0,0.0,0.0,1.0,0.0
86,3,R,1.0,0.0,0.0,0.0,1.0,0.0
86,3,G,1.0,0.0,0.0,0.0,1.0,0.0
86,3,B,0.55881651886651,0.021147971741265814,2568.1721644812283,1628.7881989856141,0.901894540072977,0.0649140930319757
87,1,R,0.6114727968528748,0.015705682755195793,5609.982001693958,1972.596343873518,0.7185565332041638,0.13009701046055855
87,1,G,1.0,0.0,0.0,0.0,1.0,0.0
87,1,B,1.0,0.0,0.0,0.0,1.0,0.0
87,2,R,1.0,0.0,0.0,0.0,1.0,0.0
87,2,G,0.6368947911013856,0.013000882325801544,3772.4073205888935,988.4881080665027,0.8108658670649115,0.06342212601270347
87,2,B,1.0,0.0,0.0,0.0,1.0,0.0
87,3,R,1.0,0.0,0.0,0.0,1.0,0.0
87,3,G,1.0,0.0,0.0,0.0,1.0,0.0
87,3,B,0.6322823282602469,0.014613252708490676,2289.700520124176,1382.5913621262455,0.8941925037298607,0.06823584807627359
88,1,R,0.5481073656282179,0.008635992594791309,6663.440852625636,2054.902597402597,0.7128858594830529,0.11362572507299828
88,1,G,1.0,0.0,0.0,0.0,1.0,0.0
88,1,B,1.0,0.0,0.0,0.0,1.0,0.0
88,2,R,1.0,0.0,0.0,0.0,1.0,0.0
88,2,G,0.6246573874950219,0.012627515062756056,4131.068548387097,1692.0483870967741,0.7973760795378643,0.09929288863890595
88,2,B,1.0,0.0,0.0,0.0,1.0,0.0
88,3,R,1.0,0.0,0.0,0.0,1.0,0.0
88,3,G,1.0,0.0,0.0,0.0,1.0,0.0
88,3,B,0.6192029315012734,0.011079773288298234,2348.9182838645056,1491.0562610377597,0.8952352242364382,0.07048031357978823
89,1,R,0.6000595627834467,0.018794012188208642,5925.790178571428,2175.2410714285716,0.7096361901772236,0.1390887251232863
89,1,G,1.0,0.0,0.0,0.0,1.0,0.0
89,1,B,1.0,0.0,0.0,0.0,1.0,0.0
89,2,R,1.0,0.0,0.0,0.0,1.0,0.0
89,2,G,0.6060960252309194,0.01022997392119851,4309.362903225807,1626.7903225806454,0.7990670181370199,0.09083024640578585
89,2,B,1.0,0.0,0.0,0.0,1.0,0.0
89,3,R,1.0,0.0,0.0,0.0,1.0,0.0
89,3,G,1.0,0.0,0.0,0.0,1.0,0.0
89,3,B,0.627472906218123,0.010341763003541282,2578.141331051355,1714.693526170799,0.880844739685443,0.08442161123824565
90,1,R,0.5976533110432067,0.013632076797661208,5719.213721061547,1979.021739130435,0.7243926946061712,0.1237008041142924
90,1,G,1.0,0.0,0.0,0.0,1.0,0.0
90,1,B,1.0,0.0,0.0,0.0,1.0,0.0
90,2,R,1.0,0.0,0.0,0.0,1.0,0.0
90,2,G,0.6214251463397014,0.011513288264590193,4042.0802785923756,1721.7641129032259,0.8044926262832096,0.09802267346336457
90,2,B,1.0,0.0,0.0,0.0,1.0,0.0
90,3,R,1.0,0.0,0.0,0.0,1.0,0.0
90,3,G,1.0,0.0,0.0,0.0,1.0,0.0
90,3,B,0.6596914359971033,0.007590781959665005,2255.4439029357272,957.5075269933557,0.8865043042364469,0.05322000306621677
91,1,R,0.6249230300453515,0.021084240362811757,5407.138392857143,1687.5535714285716,0.7191236969202306,0.11989734682759112
91,1,G,1.0,0.0,0.0,0.0,1.0,0.0
91,1,B,1.0,0.0,0.0,0.0,1.0,0.0
91,2,R,1.0,0.0,0.0,0.0,1.0,0.0
91,2,G,0.6035171436079574,0.011043150607565888,4328.872662897447,1711.7110529556644,0.7995637834151961,0.0938405157121972
91,2,B,1.0,0.0,0.0,0.0,1.0,0.0
91,3,R,1.0,0.0,0.0,0.0,1.0,0.0
91,3,G,1.0,0.0,0.0,0.0,1.0,0.0
91,3,B,0.6544378819352037,0.009227507941823143,2347.3970303905016,1021.9414451827245,0.8833924426968005,0.056176364907937315
92,1,R,0.6544302154195012,0.020039569160997917,4768.5,867.0,0.7336759144764324,0.07815541742394683
92,1,G,1.0,0.0,0.0,0.0,1.0,0.0
92,1,B,1.0,0.0,0.0,0.0,1.0,0.0
92,2,R,1.0,0.0,0.0,0.0,1.0,0.0
92,2,G,0.6090334438507649,0.010733069000241402,4220.961763182938,1426.4258774630543,0.8022480698261685,0.08108606973388643
92,2,B,1.0,0.0,0.0,0.0,1.0,0.0
92,3,R,1.0,0.0,0.0,0.0,1.0,0.0
92,3,G,1.0,0.0,0.0,0.0,1.0,0.0
92,3,B,0.6340232922462115,0.0069729088594172595,2660.7971890505423,1244.2684242984892,0.874173317896684,0.06484871141143311
93,1,R,0.6506687074829932,0.026048639455782396,5008.473214285715,2136.535714285714,0.7200548118273624,0.1546431453705842
93,1,G,1.0,0.0,0.0,0.0,1.0,0.0
93,1,B,1.0,0.0,0.0,0.0,1.0,0.0
93,2,R,1.0,0.0,0.0,0.0,1.0,0.0
93,2,G,0.6738144427349423,0.01477323968088795,3506.7311894168124,880.8805418719212,0.8027643282869412,0.06666652497330006
93,2,B,1.0,0.0,0.0,0.0,1.0,0.0
93,3,R,1.0,0.0,0.0,0.0,1.0,0.0
93,3,G,1.0,0.0,0.0,0.0,1.0,0.0
93,3,B,0.6396252570036354,0.007623870322446935,2700.0313743495562,1354.9915824915824,0.8698022721771634,0.07184689053786775
94,1,R,0.5995798019458847,0.017557953792079695,5820.248632946001,1564.5112781954876,0.7168592354105143,0.10554610554610555
94,1,G,1.0,0.0,0.0,0.0,1.0,0.0
94,1,B,1.0,0.0,0.0,0.0,1.0,0.0
94,2,R,1.0,0.0,0.0,0.0,1.0,0.0
94,2,G,0.6220140966842667,0.012395853085135022,4131.068548387097,1692.0483870967741,0.799091381766281,0.09815737059102403
94,2,B,1.0,0.0,0.0,0.0,1.0,0.0
94,3,R,1.0,0.0,0.0,0.0,1.0,0.0
94,3,G,1.0,0.0,0.0,0.0,1.0,0.0
94,3,B,0.6095245298476448,0.013906866370808735,2485.9143593939752,1292.4824617346937,0.8916325393824975,0.060608167390923784
95,1,R,0.6066549981999823,0.0180076157501029,5740.771271063033,1849.085968379446,0.7150382839637657,0.12443106374216295
95,1,G,1.0,0.0,0.0,0.0,1.0,0.0
95,1,B,1.0,0.0,0.0,0.0,1.0,0.0
95,2,R,1.0,0.0,0.0,0.0,1.0,0.0
95,2,G,0.6265236589145772,0.01169578473903754,3992.184197719688,1128.353726362625,0.8044541170656089,0.07001468818140788
95,2,B,1.0,0.0,0.0,0.0,1.0,0.0
95,3,R,1.0,0.0,0.0,0.0,1.0,0.0
95,3,G,1.0,0.0,0.0,0.0,1.0,0.0
95,3,B,0.5995261103267974,0.015994879999999934,2591.8199999999997,1548.3599999999997,0.8896416183217893,0.07027150906861312
96,1,R,0.6100267426019845,0.01825015876891989,5619.778448096526,1684.881422924901,0.7195416503615807,0.11594247307380601
96,1,G,1.0,0.0,0.0,0.0,1.0,0.0
96,1,B,1.0,0.0,0.0,0.0,1.0,0.0
96,2,R,1.0,0.0,0.0,0.0,1.0,0.0
96,2,G,0.6229930048844209,0.010961663089761986,4100.897366522367,1433.531746031746,0.8003177095326952,0.08467266779271165
96,2,B,1.0,0.0,0.0,0.0,1.0,0.0
96,3,R,1.0,0.0,0.0,0.0,1.0,0.0
96,3,G,1.0,0.0,0.0,0.0,1.0,0.0
96,3,B,0.5839527279122954,0.018224283893799598,2463.5885203632843,1610.0704523463958,0.8999609497388162,0.06875584039161942
97,1,R,0.6737184472875193,0.023022198076761535,4806.70739348371,960.1644736842109,0.7104640800771915,0.09460839180479697
97,1,G,1.0,0.0,0.0,0.0,1.0,0.0
97,1,B,1.0,0.0,0.0,0.0,1.0,0.0
97,2,R,1.0,0.0,0.0,0.0,1.0,0.0
97,2,G,0.6725765710192428,0.017567844830712165,3445.321029776675,944.8076923076924,0.8078152566565496,0.06913884764802303
97,2,B,1.0,0.0,0.0,0.0,1.0,0.0
97,3,R,1.0,0.0,0.0,0.0,1.0,0.0
97,3,G,1.0,0.0,0.0,0.0,1.0,0.0
97,3,B,0.5770971185440318,0.018274849300223495,2272.0105651348044,1485.659440985065,0.9100599588329582,0.061339999077669516
98,1,R,0.6815994360165551,0.0242236009630189,4673.6152882205515,950.6578947368416,0.711663309521232,0.0963914965503595
98,1,G,1.0,0.0,0.0,0.0,1.0,0.0
98,1,B,1.0,0.0,0.0,0.0,1.0,0.0
98,2,R,1.0,0.0,0.0,0.0,1.0,0.0
98,2,G,0.6709468554826589,0.01589076945129575,3521.450684731935,1126.0116185897432,0.8038073594635943,0.07941298740998337
98,2,B,1.0,0.0,0.0,0.0,1.0,0.0
98,3,R,1.0,0.0,0.0,0.0,1.0,0.0
98,3,G,1.0,0.0,0.0,0.0,1.0,0.0
98,3,B,0.5859316669508661,0.01800726643598627,2088.1059782608695,1295.9999999999998,0.9160273117136251,0.054319513701119204
99,1,R,0.6109195563263019,0.013556564176149588,5989.144736842105,1711.184210526315,0.6951720819253546,0.12103554554880225
99,1,G,1.0,0.0,0.0,0.0,1.0,0.0
99,1,B,1.0,0.0,0.0,0.0,1.0,0.0
99,2,R,1.0,0.0,0.0,0.0,1.0,0.0
99,2,G,0.611575345325627,0.013167140945868572,4309.382994994438,1665.6650246305421,0.7956818995311641,0.09487539415110258
99,2,B,1.0,0.0,0.0,0.0,1.0,0.0
99,3,R,1.0,0.0,0.0,0.0,1.0,0.0
99,3,G,1.0,0.0,0.0,0.0,1.0,0.0
99,3,B,0.5804567055992139,0.014750095879903613,2255.256036952999,1438.9048893323654,0.9099795253248868,0.05993717865602832
